genre,date,popularity
Drama,1986,0.226634985
Horror,1986,0.047626084
Musical,1986,0.035016997
RomCom,1986,0
Thriller,1986,0
Western,1986,0
Action,1987,0.36716
Adventure,1987,0.022266011
Comedy,1987,0.264734964
Concert,1987,0
Documentary,1987,0
Drama,1987,0.163270275
Horror,1987,0.06953525
Musical,1987,0
RomCom,1987,0
Thriller,1987,0.1130335
Western,1987,0
Action,1988,0.172100345
Adventure,1988,0.040268033
Comedy,1988,0.547439498
Concert,1988,0
Documentary,1988,0
Drama,1988,0.064644478
Horror,1988,0.127213255
Musical,1988,0
RomCom,1988,0
Thriller,1988,0.010884871
Western,1988,0.03744952
Action,1989,0.376200924
Adventure,1989,0.22108903
Comedy,1989,0.093486335
Concert,1989,0
Documentary,1989,0.004697725
Drama,1989,0.198390984
Horror,1989,0.073988095
Musical,1989,0
RomCom,1989,0
Thriller,1989,0.032146906
Western,1989,0
Action,1990,0.216841209
Adventure,1990,0.102121395
Comedy,1990,0.223393793
Concert,1990,0
Documentary,1990,0
Drama,1990,0.158976752
Horror,1990,0.014997523
Musical,1990,0
RomCom,1990,0.081724708
Thriller,1990,0.107752898
Western,1990,0.094191722
Action,1991,0.209948465
Adventure,1991,0.243323274
Comedy,1991,0.155216566
Concert,1991,0
Documentary,1991,0
Drama,1991,0.138589452
Horror,1991,0.025709511
Musical,1991,0.100810512
RomCom,1991,0
Thriller,1991,0.126402219
Western,1991,0
Action,1992,0.288878031
Adventure,1992,0
Comedy,1992,0.490876832
Concert,1992,0
Documentary,1992,0
Drama,1992,0.15834403
Horror,1992,0.050787785
Musical,1992,0
RomCom,1992,0
Thriller,1992,0.011113322
Western,1992,0
Action,1993,0.308153711
Adventure,1993,0.054423925
Comedy,1993,0.22595955
Concert,1993,0
Documentary,1993,0
Drama,1993,0.171792507
Horror,1993,0.021818157
Musical,1993,0
RomCom,1993,0
Thriller,1993,0.187901648
Western,1993,0.029950502
Action,1994,0.262979234
Adventure,1994,0.14788688
Comedy,1994,0.254076205
Concert,1994,0
Documentary,1994,0.00256121
Drama,1994,0.23114406
Horror,1994,0.047925134
Musical,1994,0
RomCom,1994,0.017375314
Thriller,1994,0.027792391
Western,1994,0.008259573
Action,1995,0.30841284
Adventure,1995,0.193592917
Comedy,1995,0.124970703
Concert,1995,0
Documentary,1995,0
Drama,1995,0.230467049
Horror,1995,0.020956442
Musical,1995,0
RomCom,1995,0.035160228
Thriller,1995,0.08069165
Western,1995,0.005748169
Action,1996,0.283819014
Adventure,1996,0.157355911
Comedy,1996,0.194799807
Concert,1996,0
Documentary,1996,0
Drama,1996,0.200390598
Horror,1996,0.035955428
Musical,1996,0.01493024
RomCom,1996,0.074378235
Thriller,1996,0.038370766
Western,1996,0
Action,1997,0.275367354
Adventure,1997,0.069965136
Comedy,1997,0.180824863
Concert,1997,0
Documentary,1997,0
Drama,1997,0.167068682
Horror,1997,0.05997238
Musical,1997,0.012399219
RomCom,1997,0.034236528
Thriller,1997,0.200165839
Western,1997,0
Action,1998,0.175301306
Adventure,1998,0.242668762
Comedy,1998,0.176053469
Concert,1998,0
Documentary,1998,0
Drama,1998,0.25150094
Horror,1998,0.052702421
Musical,1998,0.000850472
RomCom,1998,0.072505636
Thriller,1998,0.028416993
Western,1998,0
Action,1999,0.130580278
Adventure,1999,0.173666736
Comedy,1999,0.2504268
Concert,1999,0
Documentary,1999,0.000398198
Drama,1999,0.211769217
Horror,1999,0.070188803
Musical,1999,0.000926742
RomCom,1999,0.073174742
Thriller,1999,8.88E-02
Western,1999,9.43E-05
Action,2000,0.140703018
Adventure,2000,0.115860248
Comedy,2000,0.290709975
Concert,2000,0.005205258
Documentary,2000,0.002542392
Drama,2000,0.245346538
Horror,2000,0.045793498
Musical,2000,0.010060341
RomCom,2000,0.056477702
Thriller,2000,0.077334364
Western,2000,0.009966664
Action,2001,0.171837585
Adventure,2001,0.267941188
Comedy,2001,0.232029679
Concert,2001,0
Documentary,2001,0
Drama,2001,0.146428113
Horror,2001,0.048243797
Musical,2001,0.00824048
RomCom,2001,0.060752878
Thriller,2001,0.062758136
Western,2001,0.001768144
Action,2002,0.159098055
Adventure,2002,0.244393656
Comedy,2002,0.210409246
Concert,2002,0.002185827
Documentary,2002,0.002506947
Drama,2002,0.169378025
Horror,2002,0.034074059
Musical,2002,0.01979784
RomCom,2002,0.069310445
Thriller,2002,0.0888459
Western,2002,0
Action,2003,0.250253021
Adventure,2003,0.210583082
Comedy,2003,0.267100468
Concert,2003,0.000277985
Documentary,2003,0.00047049
Drama,2003,0.122563854
Horror,2003,0.052301783
Musical,2003,0.001506843
RomCom,2003,0.051997776
Thriller,2003,0.032438112
Western,2003,0.010506585
Action,2004,0.128795385
Adventure,2004,0.278073461
Comedy,2004,0.232977528
Concert,2004,0
Documentary,2004,0.016055332
Drama,2004,0.146674096
Horror,2004,0.051904912
Musical,2004,0.0056785
RomCom,2004,0.066719177
Thriller,2004,0.06317892
Western,2004,0.00994269
Action,2005,0.160727951
Adventure,2005,0.257931934
Comedy,2005,0.254147806
Concert,2005,0
Documentary,2005,0.010960002
Drama,2005,0.141445415
Horror,2005,0.061339813
Musical,2005,0.006617235
RomCom,2005,0.048292889
Thriller,2005,0.058536956
Western,2005,0
Action,2006,0.116603285
Adventure,2006,0.193806484
Comedy,2006,0.318431061
Concert,2006,0
Documentary,2006,0.001895321
Drama,2006,0.155371601
Horror,2006,0.07429867
Musical,2006,0.014681508
RomCom,2006,0.04331909
Thriller,2006,0.08159298
Western,2006,0
Action,2007,0.214882401
Adventure,2007,0.219478751
Comedy,2007,0.229080847
Concert,2007,0
Documentary,2007,0.003658575
Drama,2007,0.117519354
Horror,2007,0.077439989
Musical,2007,0.019342597
RomCom,2007,0.067492707
Thriller,2007,0.043227358
Western,2007,0.007877422
Action,2008,0.256198646
Adventure,2008,0.207046283
Comedy,2008,0.229692456
Concert,2008,0.010428926
Documentary,2008,0.003203856
Drama,2008,0.149077798
Horror,2008,0.020775567
Musical,2008,0.012484692
RomCom,2008,0.017087385
Thriller,2008,0.091217918
Western,2008,0.002786474
Action,2009,0.253500175
Adventure,2009,0.231003026
Comedy,2009,0.171033804
Concert,2009,0
Documentary,2009,0.001669242
Drama,2009,0.152210623
Horror,2009,0.053354064
Musical,2009,0.002609667
RomCom,2009,0.042489205
Thriller,2009,0.092130193
Western,2009,0
Action,2010,0.130667781
Adventure,2010,0.344429959
Comedy,2010,0.200196006
Concert,2010,0
Documentary,2010,0.003731623
Drama,2010,0.143730674
Horror,2010,0.040472129
Musical,2010,0
RomCom,2010,0.034509491
Thriller,2010,0.102262337
Western,2010,0
